CustomerID,Name,Region,State,City,JoinDate,PurchaDate,PerformanceScore,PreferredContactMethod
EB-13750,Edward Becker,East,Ohio,Cincinnati,1/1/2020,3/12/2012,Medium,Email
RP-19390,Resi Pölking,West,Colorado,Thornton,1/1/2020,5/24/2011,High,Phone
DC-12850,Dan Campbell,Central,Michigan,Roseville,1/1/2020,7/5/2011,Low,SMS
DJ-13510,Don Jones,West,Arizona,Tempe,1/1/2020,8/17/2011,High,SMS
CL-12565,Clay Ludtke,East,Pennsylvania,Reading,1/1/2020,3/4/2011,Low,SMS
NC-18340,Nat Carroll,Central,Minnesota,Apple Valley,1/1/2020,3/30/2011,Low,Phone
KN-16450,Kean Nguyen,East,Maryland,Baltimore,1/1/2020,4/12/2011,High,SMS
SC-20260,Scott Cohen,Central,Texas,Corpus Christi,1/1/2020,4/6/2011,High,SMS
AM-10705,Anne McFarland,West,Nevada,Las Vegas,1/1/2020,10/31/2011,Low,Email
RA-19945,Ryan Akin,East,Ohio,Cleveland,1/1/2020,8/29/2011,High,SMS
MM-17260,Magdelene Morse,West,Washington,Seattle,1/1/2020,5/28/2011,Medium,Phone
BN-11470,Brad Norvell,Central,Illinois,Chicago,1/1/2020,9/12/2011,Medium,SMS
JB-16045,Julia Barnett,East,Ohio,Columbus,1/1/2020,5/3/2012,Low,Phone
DB-13615,Doug Bickford,West,Arizona,Tucson,1/1/2020,9/30/2011,High,Phone
JB-16045,Julia Barnett,East,Pennsylvania,Philadelphia,1/1/2020,5/3/2012,Medium,Phone
AH-10075,Adam Hart,East,Rhode Island,Cranston,1/1/2020,11/16/2011,High,SMS
AI-10855,Arianne Irving,West,California,San Francisco,1/1/2020,4/28/2011,Medium,SMS
TH-21115,Thea Hudgings,Central,Texas,Houston,1/1/2020,9/23/2011,High,Email
TH-21235,Tiffany House,Central,Illinois,Chicago,1/1/2020,11/4/2011,Medium,Phone
AT-10735,Annie Thurman,East,Connecticut,Bristol,1/1/2020,8/30/2011,Low,SMS
JH-15820,John Huston,Central,Michigan,Holland,1/1/2020,5/19/2011,Medium,Email
DR-12940,Daniel Raglin,West,New Mexico,Albuquerque,1/1/2020,3/28/2011,Low,Phone
AB-10165,Alan Barnes,West,Colorado,Louisville,1/1/2020,11/16/2011,High,SMS
MC-18100,Mick Crebagga,East,New York,New York City,1/1/2020,6/18/2011,Medium,SMS
IG-15085,Ivan Gibson,East,Connecticut,Norwich,1/1/2020,10/18/2011,Medium,Phone
FH-14275,Frank Hawley,West,California,San Francisco,1/1/2020,4/6/2011,Low,Phone
AS-10285,Alejandro Savely,Central,Indiana,Noblesville,1/1/2020,5/22/2013,Medium,SMS
PN-18775,Parhena Norris,South,Tennessee,Clarksville,1/1/2020,8/7/2012,Medium,SMS
GM-14500,Gene McClure,South,Florida,Hollywood,1/1/2020,8/9/2011,High,Email
NC-18625,Noah Childs,East,Pennsylvania,York,1/1/2020,10/29/2011,Medium,SMS
TW-21025,Tamara Willingham,West,Arizona,Mesa,1/1/2020,12/22/2011,Low,Email
BF-11020,Barry Französisch,East,New York,New York City,1/1/2020,2/16/2011,Low,Email
TT-21460,Tonja Turnell,West,California,San Francisco,1/1/2020,12/8/2012,High,Phone
SW-20245,Scot Wooten,West,California,Los Angeles,1/1/2020,7/20/2011,Medium,Phone
PG-18820,Patrick Gardner,Central,Nebraska,Omaha,1/1/2020,5/9/2011,Medium,SMS
DP-13390,Dennis Pardue,East,Pennsylvania,Philadelphia,1/1/2020,7/5/2011,Medium,SMS
DJ-13510,Don Jones,East,New York,New York City,1/1/2020,8/17/2011,High,Email
EN-13780,Edward Nazzal,Central,Michigan,Grand Rapids,1/1/2020,5/30/2012,Low,Email
PB-19150,Philip Brown,West,Washington,Seattle,1/1/2020,7/14/2011,High,SMS
BD-11560,Brendan Dodson,West,California,Fresno,1/1/2020,5/30/2012,Medium,Email
SE-20110,Sanjit Engle,South,Virginia,Arlington,1/1/2020,4/11/2011,Medium,Email
AT-10735,Annie Thurman,West,California,Los Angeles,1/1/2020,8/30/2011,Medium,SMS
CC-12685,Craig Carroll,Central,Texas,Lubbock,1/1/2020,3/22/2011,Medium,Email
AS-10225,Alan Schoenberger,West,Colorado,Longmont,1/1/2020,10/18/2011,Medium,Phone
AB-10150,Aimee Bixby,East,New York,Yonkers,1/1/2020,3/5/2011,High,Email
DH-13075,Dave Hallsten,West,California,Los Angeles,1/1/2020,11/21/2011,Medium,Phone
SR-20740,Steven Roelle,West,California,Los Angeles,1/1/2020,2/21/2011,Low,SMS
NR-18550,Nick Radford,Central,Texas,Amarillo,1/1/2020,6/7/2011,High,Phone
SJ-20125,Sanjit Jacobs,Central,Texas,Dallas,1/1/2020,9/22/2012,Medium,Email
LC-16885,Lena Creighton,East,New York,New York City,1/1/2020,4/25/2011,Medium,Phone
NS-18640,Noel Staavos,Central,Texas,Houston,1/1/2020,6/25/2011,Medium,Email
NS-18640,Noel Staavos,South,Florida,Orlando,1/1/2020,6/25/2011,High,SMS
HG-14965,Henry Goldwyn,South,Kentucky,Florence,1/1/2020,9/20/2011,High,Email
SF-20200,Sarah Foster,East,New York,New York City,1/1/2020,12/23/2011,Low,Email
EM-14065,Erin Mull,Central,Texas,Frisco,1/1/2020,7/22/2011,Low,Phone
DO-13645,Doug O'Connell,East,New Jersey,Paterson,1/1/2020,11/7/2012,High,Phone
MY-18295,Muhammed Yedwab,Central,Wisconsin,Milwaukee,1/1/2020,4/28/2011,Low,Email
SP-20920,Susan Pistek,East,Ohio,Columbus,1/1/2020,11/22/2011,Medium,Email
ME-17320,Maria Etezadi,West,California,Los Angeles,1/1/2020,1/7/2011,Medium,Email
BS-11755,Bruce Stewart,Central,Michigan,Detroit,1/1/2020,5/18/2011,Low,SMS
KS-16300,Karen Seio,South,Georgia,Columbus,1/1/2020,1/13/2012,Low,Email
CC-12475,Cindy Chapman,West,California,San Francisco,1/1/2020,5/16/2011,High,Email
HD-14785,Harold Dahlen,East,Pennsylvania,Philadelphia,1/1/2020,5/11/2011,High,Phone
KB-16315,Karl Braun,West,California,Los Angeles,1/1/2020,8/26/2011,Medium,Phone
HR-14830,Harold Ryan,East,Pennsylvania,Philadelphia,1/1/2020,11/24/2011,Medium,SMS
DS-13180,David Smith,South,Georgia,Columbus,1/1/2020,4/28/2011,High,Email
GB-14530,George Bell,West,Colorado,Aurora,1/1/2020,4/28/2011,Medium,SMS
VB-21745,Victoria Brennan,Central,Texas,Houston,1/1/2020,7/17/2012,Low,Phone
MC-17425,Mark Cousins,Central,Illinois,Chicago,1/1/2020,5/30/2011,Medium,Phone
CB-12025,Cassandra Brandow,South,Alabama,Decatur,1/1/2020,3/21/2011,Medium,SMS
PM-18940,Paul MacIntyre,South,Virginia,Springfield,1/1/2020,5/4/2011,Low,Phone
DC-13285,Debra Catini,South,Florida,Plantation,1/1/2020,12/29/2011,Medium,Email
LA-16780,Laura Armstrong,Central,Texas,Houston,1/1/2020,4/29/2011,Medium,Phone
DJ-13420,Denny Joy,Central,Wisconsin,Milwaukee,1/1/2020,12/8/2011,Medium,SMS
MH-18115,Mick Hernandez,South,Florida,Sanford,1/1/2020,8/24/2013,High,Phone
BG-11035,Barry Gonzalez,Central,Texas,The Colony,1/1/2020,11/5/2011,Medium,Phone
SV-20365,Seth Vernon,East,Ohio,Troy,1/1/2020,1/12/2011,Medium,Phone
DP-13105,Dave Poirier,East,New York,Hempstead,1/1/2020,8/22/2012,Medium,Phone
SR-20740,Steven Roelle,Central,Texas,Dallas,1/1/2020,2/21/2011,Medium,Phone
JK-15640,Jim Kriz,West,California,San Francisco,1/1/2020,9/19/2011,High,Email
ST-20530,Shui Tom,South,Florida,Port Saint Lucie,1/1/2020,2/15/2011,Low,SMS
TS-21505,Tony Sayre,East,New Hampshire,Concord,1/1/2020,12/20/2011,High,Email
CM-12190,Charlotte Melton,Central,Minnesota,Rochester,1/1/2020,9/18/2012,Medium,SMS
MC-17590,Matt Collister,Central,Texas,San Marcos,1/1/2020,5/20/2011,Medium,Phone
MH-17440,Mark Haberlin,West,California,Escondido,1/1/2020,2/5/2011,High,Phone
RD-19720,Roger Demir,East,Pennsylvania,Philadelphia,1/1/2020,7/20/2011,High,Email
FC-14335,Fred Chung,East,Pennsylvania,Philadelphia,1/1/2020,10/10/2011,Low,SMS
FH-14365,Fred Hopkins,East,New York,Hempstead,1/1/2020,10/20/2011,Low,SMS
SO-20335,Sean O'Donnell,West,Colorado,Greeley,1/1/2020,10/11/2012,High,Phone
PM-19135,Peter McVee,South,Florida,Jacksonville,1/1/2020,12/19/2012,Low,SMS
GD-14590,Giulietta Dortch,South,Virginia,Arlington,1/1/2020,5/5/2011,Low,SMS
PA-19060,Pete Armstrong,West,California,San Francisco,1/1/2020,5/17/2011,Low,SMS
LS-17200,Luke Schmidt,West,California,Fresno,1/1/2020,10/18/2011,Low,SMS
JL-15175,James Lanier,West,Nevada,Reno,1/1/2020,12/31/2011,Medium,Phone
CA-12310,Christine Abelman,Central,Texas,San Antonio,1/1/2020,7/19/2011,Low,SMS
CM-12160,Charles McCrossin,East,Massachusetts,New Bedford,1/1/2020,10/22/2013,Low,Email
BT-11440,Bobby Trafton,East,New York,New York City,1/1/2020,6/4/2011,Medium,Phone
SE-20110,Sanjit Engle,West,California,Oxnard,1/1/2020,4/11/2011,High,Email
PF-19165,Philip Fox,West,California,Oakland,1/1/2020,9/20/2011,Medium,Email
BD-11770,Bryan Davis,West,Washington,Edmonds,1/1/2020,3/11/2013,High,SMS
EM-14095,Eudokia Martin,East,New York,New York City,1/1/2020,8/7/2012,Low,Email
LC-17050,Liz Carlisle,Central,Texas,Dallas,1/1/2020,2/1/2011,Medium,Email
FH-14275,Frank Hawley,South,Tennessee,Franklin,1/1/2020,4/6/2011,Medium,Phone
CM-12235,Chris McAfee,West,Arizona,Phoenix,1/1/2020,5/2/2013,Low,Email
FM-14380,Fred McMath,South,Florida,Miami,1/1/2020,7/12/2012,Medium,Email
HG-14965,Henry Goldwyn,West,Colorado,Colorado Springs,1/1/2020,9/20/2011,Low,Phone
AG-10525,Andy Gerbode,East,New York,New York City,1/1/2020,8/9/2011,High,SMS
OT-18730,Olvera Toch,East,Pennsylvania,Bethlehem,1/1/2020,4/20/2012,Medium,SMS
JM-16195,Justin MacKendrick,South,Kentucky,Louisville,1/1/2020,4/30/2011,Medium,Email
HM-14980,Henry MacAllister,West,Washington,Seattle,1/1/2020,10/2/2012,High,SMS
PO-19180,Philisse Overcash,Central,Wisconsin,Kenosha,1/1/2020,8/11/2012,Medium,SMS
KC-16675,Kimberly Carter,South,Kentucky,Henderson,1/1/2020,12/13/2011,High,SMS
DB-13120,David Bremer,Central,Texas,Dallas,1/1/2020,5/1/2012,Low,Phone
SV-20935,Susan Vittorini,West,Arizona,Peoria,1/1/2020,3/20/2013,High,Phone
NS-18640,Noel Staavos,South,North Carolina,Jacksonville,1/1/2020,6/25/2011,Medium,SMS
MH-17455,Mark Hamilton,West,California,Los Angeles,1/1/2020,7/11/2011,Low,Email
RR-19525,Rick Reed,South,Tennessee,Nashville,1/1/2020,9/9/2011,Medium,Phone
RH-19555,Ritsa Hightower,South,North Carolina,Charlotte,1/1/2020,12/4/2012,Low,Email
RP-19390,Resi Pölking,West,Washington,Seattle,1/1/2020,5/24/2011,Medium,Email
KB-16600,Ken Brennan,Central,Illinois,Chicago,1/1/2020,12/30/2011,Low,SMS
MH-17620,Matt Hagelstein,East,Ohio,Cincinnati,1/1/2020,12/5/2012,Medium,SMS
HZ-14950,Henia Zydlo,South,Florida,Fort Lauderdale,1/1/2020,3/15/2013,Medium,SMS
JG-15160,James Galang,Central,Texas,Houston,1/1/2020,5/30/2011,Low,Phone
AB-10165,Alan Barnes,West,California,Lakewood,1/1/2020,11/16/2011,High,SMS
HJ-14875,Heather Jas,West,California,San Francisco,1/1/2020,4/13/2012,Low,Phone
CJ-11875,Carl Jackson,East,Pennsylvania,Philadelphia,1/1/2020,12/31/2013,Low,Phone
ED-13885,Emily Ducich,West,Washington,Seattle,1/1/2020,8/9/2011,Low,Phone
KB-16315,Karl Braun,East,Ohio,Cleveland,1/1/2020,8/26/2011,High,Phone
JS-16030,Joy Smith,Central,Illinois,Decatur,1/1/2020,2/28/2011,Low,Phone
PO-18850,Patrick O'Brill,Central,Texas,Mansfield,1/1/2020,11/2/2011,Low,Email
RD-19810,Ross DeVincentis,Central,Texas,Houston,1/1/2020,10/27/2011,Low,Phone
JD-15895,Jonathan Doherty,South,Virginia,Richmond,1/1/2020,3/26/2011,Low,Phone
SR-20740,Steven Roelle,South,Virginia,Arlington,1/1/2020,2/21/2011,Low,Phone
TZ-21580,Tracy Zic,West,California,San Francisco,1/1/2020,11/11/2011,Medium,Email
TN-21040,Tanja Norvell,West,California,San Diego,1/1/2020,10/10/2011,Low,Phone
PW-19030,Pauline Webber,East,New York,Watertown,1/1/2020,5/16/2011,Low,Email
AH-10075,Adam Hart,West,California,Los Angeles,1/1/2020,11/16/2011,High,Email
AY-10555,Andy Yotov,East,Pennsylvania,Philadelphia,1/1/2020,4/6/2011,Medium,SMS
SP-20650,Stephanie Phelps,East,Ohio,Akron,1/1/2020,4/16/2011,Medium,SMS
ED-13885,Emily Ducich,West,California,San Francisco,1/1/2020,8/9/2011,Medium,Email
CR-12625,Corey Roper,Central,Michigan,Grand Rapids,1/1/2020,6/1/2011,Medium,SMS
CS-12400,Christopher Schild,West,California,San Francisco,1/1/2020,9/26/2011,Medium,Phone
TS-21205,Thomas Seio,South,Tennessee,Nashville,1/1/2020,3/21/2011,Low,Email
RP-19390,Resi Pölking,East,Pennsylvania,Philadelphia,1/1/2020,5/24/2011,High,Email
NF-18475,Neil Französisch,West,Nevada,Reno,1/1/2020,3/14/2011,Medium,Phone
PP-18955,Paul Prost,East,New York,New York City,1/1/2020,8/26/2011,Low,SMS
JD-16150,Justin Deggeller,West,California,Los Angeles,1/1/2020,11/16/2011,High,SMS
EJ-14155,Eva Jacobs,West,California,San Diego,1/1/2020,3/3/2011,High,Phone
PW-19240,Pierre Wener,West,California,San Francisco,1/1/2020,11/18/2011,Low,SMS
TS-21430,Tom Stivers,West,California,San Diego,1/1/2020,7/30/2011,Low,Email
BM-11650,Brian Moss,East,Ohio,Elyria,1/1/2020,7/9/2011,High,Email
AW-10930,Arthur Wiediger,Central,Texas,Houston,1/1/2020,7/14/2011,High,Email
MH-17290,Marc Harrigan,South,Florida,Miami,1/1/2020,4/26/2011,Medium,Email
SW-20275,Scott Williamson,West,Washington,Seattle,1/1/2020,3/10/2011,High,Phone
SP-20860,Sung Pak,South,Tennessee,Murfreesboro,1/1/2020,12/15/2011,Low,Phone
SC-20695,Steve Chapman,Central,Missouri,Saint Louis,1/1/2020,12/16/2011,Medium,Email
PW-19030,Pauline Webber,West,Washington,Seattle,1/1/2020,5/16/2011,Medium,Phone
CS-12250,Chris Selesnick,East,New York,New York City,1/1/2020,1/14/2011,Low,SMS
RP-19855,Roy Phan,Central,Minnesota,Woodbury,1/1/2020,4/5/2011,Low,SMS
CS-12175,Charles Sheldon,South,Tennessee,Chattanooga,1/1/2020,8/12/2011,High,Email
MJ-17740,Max Jones,East,Pennsylvania,Philadelphia,1/1/2020,6/9/2012,Medium,Phone
JG-15160,James Galang,South,Louisiana,Lafayette,1/1/2020,5/30/2011,Medium,Phone
AG-10765,Anthony Garverick,Central,Indiana,Lawrence,1/1/2020,9/17/2011,Medium,Phone
CK-12205,Chloris Kastensmidt,West,Oregon,Hillsboro,1/1/2020,3/11/2011,Medium,SMS
HD-14785,Harold Dahlen,East,Massachusetts,Cambridge,1/1/2020,5/11/2011,Low,Phone
BO-11350,Bill Overfelt,West,California,San Diego,1/1/2020,1/3/2013,Low,Email
RB-19465,Rick Bensley,South,Florida,Tallahassee,1/1/2020,3/14/2011,Low,SMS
JD-16015,Joy Daniels,East,Ohio,Toledo,1/1/2020,10/4/2011,High,Email
MF-17665,Maureen Fritzler,East,Maryland,Columbia,1/1/2020,12/30/2011,High,Email
BF-11170,Ben Ferrer,South,Georgia,Atlanta,1/1/2020,4/13/2011,Low,Email
FO-14305,Frank Olsen,West,California,Sacramento,1/1/2020,6/9/2011,Low,Email
BB-11545,Brenda Bowman,Central,Texas,Fort Worth,1/1/2020,6/5/2012,Low,Email
IL-15100,Ivan Liston,East,Ohio,Columbus,1/1/2020,8/1/2011,Low,Phone
PO-19180,Philisse Overcash,West,Colorado,Louisville,1/1/2020,8/11/2012,Medium,Email
DB-13555,Dorothy Badders,South,North Carolina,Raleigh,1/1/2020,4/21/2011,Low,Email
LC-16960,Lindsay Castell,East,New York,New York City,1/1/2020,2/23/2012,Low,Phone
MP-18175,Mike Pelletier,Central,Illinois,Chicago,1/1/2020,3/28/2011,Low,Email
EA-14035,Erin Ashbrook,Central,Texas,Huntsville,1/1/2020,9/13/2011,Medium,Email
BM-11785,Bryan Mills,West,Oregon,Salem,1/1/2020,6/6/2011,High,Email
CM-12715,Craig Molinari,Central,Texas,Houston,1/1/2020,3/7/2011,Low,Email
JD-16150,Justin Deggeller,West,Idaho,Twin Falls,1/1/2020,11/16/2011,Low,Email
AS-10630,Ann Steele,South,Tennessee,Knoxville,1/1/2020,8/1/2011,Medium,Phone
CM-11815,Candace McMahon,West,Arizona,Phoenix,1/1/2020,11/14/2011,Medium,Phone
JE-15715,Joe Elijah,South,North Carolina,Monroe,1/1/2020,8/25/2011,Low,Email
AG-10525,Andy Gerbode,South,Virginia,Richmond,1/1/2020,8/9/2011,Low,Email
MJ-17740,Max Jones,West,Utah,Orem,1/1/2020,6/9/2012,High,Email
VM-21685,Valerie Mitchum,East,Vermont,Burlington,1/1/2020,4/7/2011,High,SMS
KT-16480,Kean Thornton,East,Pennsylvania,Philadelphia,1/1/2020,3/10/2011,High,Email
CS-12250,Chris Selesnick,Central,Illinois,Chicago,1/1/2020,1/14/2011,Medium,Phone
AB-10015,Aaron Bergman,Central,Oklahoma,Oklahoma City,1/1/2020,2/19/2011,High,Phone
AH-10030,Aaron Hawkins,East,New York,New York City,1/1/2020,4/22/2011,Low,Email
DO-13435,Denny Ordway,West,Utah,Salt Lake City,1/1/2020,10/3/2011,High,SMS
MC-17590,Matt Collister,East,New York,Utica,1/1/2020,5/20/2011,Medium,Phone
JF-15190,Jamie Frazer,East,Pennsylvania,Philadelphia,1/1/2020,11/15/2011,Low,Email
SP-20650,Stephanie Phelps,Central,Michigan,Jackson,1/1/2020,4/16/2011,Low,Phone
CK-12760,Cyma Kinney,West,Arizona,Glendale,1/1/2020,2/8/2011,High,Phone
PW-19240,Pierre Wener,East,Delaware,Wilmington,1/1/2020,11/18/2011,High,Phone
EB-14170,Evan Bailliet,Central,Texas,Austin,1/1/2020,9/29/2011,High,Phone
DK-13090,Dave Kipp,South,Florida,Orlando,1/1/2020,3/2/2012,Medium,Phone
TB-21055,Ted Butterfield,East,Pennsylvania,Reading,1/1/2020,6/18/2013,Medium,SMS
AG-10900,Arthur Gainer,East,Pennsylvania,Philadelphia,1/1/2020,7/23/2011,High,Email
BB-11545,Brenda Bowman,Central,Missouri,Saint Charles,1/1/2020,6/5/2012,Medium,SMS
VP-21760,Victoria Pisteka,Central,Indiana,Indianapolis,1/1/2020,9/6/2011,Medium,Phone
RP-19270,Rachel Payne,West,Washington,Seattle,1/1/2020,10/19/2011,High,SMS
DH-13675,Duane Huffman,South,Virginia,Harrisonburg,1/1/2020,8/12/2011,Low,Phone
SW-20455,Shaun Weien,East,New York,Rochester,1/1/2020,6/22/2012,Medium,Email
KF-16285,Karen Ferguson,South,Georgia,Sandy Springs,1/1/2020,9/26/2011,High,SMS
JR-16210,Justin Ritter,West,California,San Francisco,1/1/2020,9/18/2012,Medium,SMS
JC-16105,Julie Creighton,Central,Minnesota,Minneapolis,1/1/2020,11/18/2011,Low,Email
BP-11290,Beth Paige,East,Ohio,Columbus,1/1/2020,10/3/2011,High,SMS
FA-14230,Frank Atkinson,South,North Carolina,Raleigh,1/1/2020,9/19/2011,Low,SMS
DN-13690,Duane Noonan,East,New York,New York City,1/1/2020,9/20/2011,High,Email
FO-14305,Frank Olsen,East,Pennsylvania,Philadelphia,1/1/2020,6/9/2011,High,Phone
DP-13105,Dave Poirier,West,Idaho,Meridian,1/1/2020,8/22/2012,High,Phone
JW-15220,Jane Waco,West,California,Sacramento,1/1/2020,4/30/2012,Low,Phone
TT-21460,Tonja Turnell,South,North Carolina,Charlotte,1/1/2020,12/8/2012,Low,SMS
SN-20560,Skye Norling,East,New Jersey,Paterson,1/1/2020,6/18/2012,Medium,Phone
JM-15865,John Murray,South,Virginia,Arlington,1/1/2020,11/19/2011,Medium,Phone
SB-20185,Sarah Brown,Central,Illinois,Chicago,1/1/2020,9/20/2011,Medium,Phone
CC-12475,Cindy Chapman,West,California,San Diego,1/1/2020,5/16/2011,Medium,SMS
RB-19435,Richard Bierner,East,Ohio,Columbus,1/1/2020,3/11/2011,Medium,Phone
TC-21295,Toby Carlisle,Central,Texas,Houston,1/1/2020,10/14/2011,Low,SMS
CT-11995,Carol Triggs,Central,Texas,Irving,1/1/2020,5/7/2011,Low,Phone
GZ-14470,Gary Zandusky,East,New Jersey,Morristown,1/1/2020,8/5/2011,High,Email
AH-10120,Adrian Hane,Central,Illinois,Aurora,1/1/2020,7/18/2011,Low,SMS
MY-18295,Muhammed Yedwab,South,North Carolina,Durham,1/1/2020,4/28/2011,Medium,Email
BS-11590,Brendan Sweed,East,Ohio,Columbus,1/1/2020,1/15/2011,High,SMS
BB-10990,Barry Blumstein,West,California,Los Angeles,1/1/2020,7/27/2011,Medium,SMS
ML-17755,Max Ludwig,West,California,Stockton,1/1/2020,8/5/2013,Low,Phone
FC-14245,Frank Carlisle,Central,Missouri,Columbia,1/1/2020,6/13/2012,High,Email
CR-12625,Corey Roper,South,Georgia,Columbus,1/1/2020,6/1/2011,Low,SMS
LC-16960,Lindsay Castell,West,California,San Diego,1/1/2020,2/23/2012,Medium,SMS
GZ-14470,Gary Zandusky,Central,Texas,Texas City,1/1/2020,8/5/2011,Medium,Email
EM-14095,Eudokia Martin,South,Virginia,Springfield,1/1/2020,8/7/2012,Low,Email
BP-11290,Beth Paige,Central,Illinois,Decatur,1/1/2020,10/3/2011,Medium,Email
SU-20665,Stephanie Ulpright,East,New York,New York City,1/1/2020,12/5/2012,Medium,SMS
AY-10555,Andy Yotov,West,California,San Francisco,1/1/2020,4/6/2011,Medium,SMS
EM-13825,Elizabeth Moffitt,West,California,Moreno Valley,1/1/2020,12/2/2011,Medium,Phone
SA-20830,Sue Ann Reed,East,Massachusetts,Everett,1/1/2020,2/23/2011,Medium,Email
CA-12265,Christina Anderson,South,Tennessee,Chattanooga,1/1/2020,3/25/2011,High,Email
CV-12805,Cynthia Voltz,Central,Texas,Austin,1/1/2020,5/10/2013,Low,Phone
AH-10690,Anna Häberlin,South,Virginia,Virginia Beach,1/1/2020,4/2/2011,Low,Phone
DS-13180,David Smith,East,New York,Jamestown,1/1/2020,4/28/2011,Low,SMS
AH-10690,Anna Häberlin,South,Florida,Coral Gables,1/1/2020,4/2/2011,Medium,SMS
ZC-21910,Zuschuss Carroll,South,North Carolina,Hickory,1/1/2020,10/13/2011,Medium,Phone
DF-13135,David Flashing,Central,Illinois,Rockford,1/1/2020,10/4/2011,Medium,SMS
SS-20140,Saphhira Shifley,West,Washington,Seattle,1/1/2020,11/23/2011,Medium,Phone
FP-14320,Frank Preis,Central,Texas,Huntsville,1/1/2020,12/7/2011,High,Phone
HE-14800,Harold Engle,Central,Wisconsin,Milwaukee,1/1/2020,1/30/2013,Low,Phone
SP-20545,Sibella Parks,Central,Wisconsin,Green Bay,1/1/2020,10/13/2011,Low,SMS
PG-18895,Paul Gonzalez,West,California,Los Angeles,1/1/2020,5/11/2011,Medium,SMS
JP-15520,Jeremy Pistek,South,Florida,North Miami,1/1/2020,8/22/2011,Medium,Email
NW-18400,Natalie Webber,West,Oregon,Portland,1/1/2020,6/21/2011,High,SMS
SW-20245,Scot Wooten,Central,Illinois,Aurora,1/1/2020,7/20/2011,Low,SMS
EH-14005,Erica Hernandez,West,California,San Francisco,1/1/2020,5/13/2011,High,Email
NC-18535,Nick Crebassa,East,Massachusetts,New Bedford,1/1/2020,7/23/2011,High,Email
AS-10090,Adam Shillingsburg,West,California,San Diego,1/1/2020,9/22/2011,Medium,Phone
JL-15130,Jack Lebron,South,Tennessee,Jackson,1/1/2020,7/18/2011,Low,Email
VG-21790,Vivek Gonzalez,South,Florida,Jacksonville,1/1/2020,8/8/2011,Low,Phone
HG-14965,Henry Goldwyn,West,California,San Diego,1/1/2020,9/20/2011,Low,SMS
JH-15430,Jennifer Halladay,South,Florida,Hialeah,1/1/2020,2/25/2011,Medium,SMS
RO-19780,Rose O'Brian,Central,Texas,Houston,1/1/2020,5/12/2012,Low,SMS
LW-17125,Liz Willingham,South,Virginia,Virginia Beach,1/1/2020,9/11/2011,High,Email
CC-12370,Christopher Conant,Central,Texas,Houston,1/1/2020,5/24/2013,Low,Email
JP-16135,Julie Prescott,East,Pennsylvania,Philadelphia,1/1/2020,9/23/2011,Low,SMS
DD-13570,Dorothy Dickinson,South,Tennessee,Memphis,1/1/2020,3/31/2011,High,Phone
ES-14080,Erin Smith,East,Ohio,Lakewood,1/1/2020,10/2/2011,High,SMS
RD-19900,Ruben Dartt,East,Pennsylvania,Philadelphia,1/1/2020,4/5/2011,High,Email
JP-15460,Jennifer Patt,Central,Texas,Dallas,1/1/2020,8/24/2011,Medium,Email
DM-13345,Denise Monton,East,New Jersey,Orange,1/1/2020,11/3/2011,Low,SMS
CS-11860,Cari Schnelling,Central,Texas,Dallas,1/1/2020,5/2/2011,High,SMS
DL-13315,Delfina Latchford,Central,Illinois,Romeoville,1/1/2020,1/17/2011,Low,Phone
JG-15115,Jack Garza,South,North Carolina,Jacksonville,1/1/2020,9/21/2011,High,Email
HM-14860,Harry Marie,Central,Missouri,Springfield,1/1/2020,7/21/2011,Medium,Phone
TN-21040,Tanja Norvell,West,California,San Francisco,1/1/2020,10/10/2011,Low,Phone
VP-21760,Victoria Pisteka,South,Tennessee,Columbia,1/1/2020,9/6/2011,Low,Email
CS-12355,Christine Sundaresam,South,Florida,Hollywood,1/1/2020,8/15/2011,Low,SMS
PG-18820,Patrick Gardner,Central,Texas,Dallas,1/1/2020,5/9/2011,Medium,SMS
HG-14845,Harry Greene,Central,Texas,Houston,1/1/2020,4/29/2011,Medium,Email
MH-18115,Mick Hernandez,East,Pennsylvania,Philadelphia,1/1/2020,8/24/2013,Medium,Email
TB-21280,Toby Braunhardt,West,Arizona,Phoenix,1/1/2020,6/21/2011,Medium,Email
EM-13825,Elizabeth Moffitt,South,Georgia,Sandy Springs,1/1/2020,12/2/2011,High,Phone
JF-15415,Jennifer Ferguson,West,Washington,Spokane,1/1/2020,6/17/2011,Low,SMS
NB-18655,Nona Balk,Central,Wisconsin,Milwaukee,1/1/2020,12/5/2011,High,Phone
CS-11860,Cari Schnelling,East,Ohio,Fairfield,1/1/2020,5/2/2011,High,Email
ND-18460,Neil Ducich,South,Alabama,Huntsville,1/1/2020,2/7/2011,High,Phone
EA-14035,Erin Ashbrook,East,New York,New York City,1/1/2020,9/13/2011,High,SMS
BP-11050,Barry Pond,West,California,Los Angeles,1/1/2020,10/12/2011,Low,Phone
NS-18640,Noel Staavos,West,New Mexico,Carlsbad,1/1/2020,6/25/2011,High,SMS
MV-17485,Mark Van Huff,West,Idaho,Pocatello,1/1/2020,1/21/2011,Medium,SMS
LE-16810,Laurel Elliston,South,Virginia,Springfield,1/1/2020,5/27/2011,Medium,SMS
VP-21760,Victoria Pisteka,East,Ohio,Toledo,1/1/2020,9/6/2011,Low,SMS
